text,label
"SSRT ROLLOUT

                Speech Delivered by Col. Simon P. Worden,
                     The Deputy for Technology, SDIO
                                    
                  Mcdonnell Douglas - Huntington Beach
                              April 3,1993

     Most of you, as am I, are ""children of the 1960's.""  We grew
up in an age of miracles -- Inter-Continental Ballistic Missiles,
nuclear energy, computers, flights to the moon.  But these were
miracles of our parent's doing.  For a decade and more the pundits
have told us - ""you've lost it!""  The ""me"" generation is only
living on the accomplishments of the past.

     You and I have even begun to believe the pessimists.  We
listen in awe as the past generation tells of its triumphs.  Living
history they are.  We are privileged to hear those who did it tell
of it.  A few weeks ago some of this very team listened in awe as
General Bernie Schriever told of his team's work - and yes struggle
- to build this nation's Intercontinental Ballistic Missile.

     What stories can we tell?  Blurry-eyed telescopes?  Thousand
dollar toilet seats?  Even our space launch vehicles hearken only
of that past great time.  They are and seem destined to remain Gen.
Schriever's ICBMs.  I find it hard to swell with pride that the
best new space-lifter idea is to refurbish old Minuteman and
Poseidon ballistic missiles.

     Well - The pessimists are wrong.  The legacy is continuing. 
This event is proof.  To our technological parents: We've listened
to your stories.  We've caught your enthusiasm and can-do spirit. 
And we've learned from your achievements - and your mistakes.  Let
me honor one of you who was part of that history and the impetus
behind this history - Max Hunter.  You are one of the greatest
engineers of the firts great age of space exploration.  Your
insight and discipline built the Thor ICBM - later incorporated
into today's most successful launch vehicle - The Delta.

     You told us in the 60's that a new form of launch vehicle - a
single stage reusable rocket - can and should be built.  You
advocated this idea tirelessly.  It was elegantly simple, as are
all great breakthroughs.  You showed us how to build it.  You
convinced us it could be done.  You are working by our side to weld
its components into place.  Most important - you reminded us of a
prime engineering principle - undoubtably one you learned from the
generation before you - the generation that built transcontinental
aviation in the 1920's and 30's - build a little and test a little
and Max, you passed all of this on  to people like Pat Ladner who
started this program for the SDI.

     Douglas Aircraft didn't start with a DC-10.  They didn't even
start with a DC-3.  Our grandfathers built a little, tested a
little - even sold a little and made a little money - before they
moved on to the next step.  They didn't take a decade or more
before putting the first ""rubber on the road.""  Max Hunter - you
didn't take ten years to build Thor, and by God we're not going to
take ten years to show that low cost, single stage, reusable
aerospace transportation is real.

     We ended the cold war in a few short years.  It took the  same
team here today but a few years to show through the Strategic
Defense Initiative that the cold war must end.  We - you and us -
launched a series of satellites - The Delta experiments - in about
a year apiece.  This, more than anything else signaled our
commitment to end the impasse between ourselves and the Soviet
Union.  Those who made the decisions on both sides have underscored
the importance of our work in bringing about a new international
relationship.

     But it is the same team which is now  putting in place the
framework for an aerospace expansion that is our legacy for the
next generation.  We will make space access routine and affordable.

     We built this magnificent flying machine in two years.  This
summer a true rocket ship will take off and land on earth for the
first time.  Then we can and surely will build in the next three
years a reusable sub-orbital rocket.  It will allow us to use space
rapidly, affordably, and efficiently as no other nation can.  And
yes - we'll make a little money off it too!

     Then - and only then - we'll spend another three years to
build a fully reusable single stage to orbit system.  The DC-3 of
space will be a reality!  We may even be able to use some of the
rocket propulsion breakthroughs of our former cold war adversaries. 
What a wonderful irony if this SDI product and Russian efforts to
counter SDI merge to power mankind's next step to the stars!

     To be sure, we must guard against the temptations to leap to
the final answer.  Robert Goddard's first rockets weren't Saturn
V's!  If we succumb  to the temptation to ask  for just a few extra
dollars and a few more years to jump immediately to a full orbital
system - we will fail.  Max Hunter and his colleagues showed the
way.  Three years and a cloud of dust - in our case rocket
exhausts.  There is no short-cut.  If we expect to reshape the
world again - we must do it one brick at a time.  Minds on tasks at
hand!",sci.space
"
Comparing the GTZ and GSR is apples to oranges, somewhat like a Mustang 5.0
and a CRX, both have very different ways of doing things and ought to
appeal to different buyers, i.e., I don't think an Acura owner would
be seen dead in a Chevy dealership or vice versa.

[stuff deleted]


No Integra I have seen comes with all-season tires. 
The GTZ does come with much bigger 16"" wheels.


The C+D figures are almost certainly bogus and based on a hot prototype
supplied by Acura. The MT figures are more plausible.

16.1 sounds reasonable, probably faster than regular Integras.


The GSR gearing is horrible for day to day driving. It needs a 6 speed
box more than any other modern car. Essentially 5th in a regualr Integra
equals 4th in the GSR, and the regular Integras are very buzzy at speed.


The only person I knew with a GTZ had it bought back by GM as a lemon. It
was a piecve of junk, but very quick for FWD.


The only GSR owner I know had the engine throw a rod with less than 5k
miles, a rare screw up by Honda.
Both the GTZ and GSR are flawed cars. The performance enthusiasts would take
the GTZ and the CR purchase would be the GSR.
",rec.autos
"

Could you use some sort of mechanical chest compression as an aid.
Sorta like the portable Iron Lung?   Put some sort of flex tubing
around the 'aquanauts' chest.  Cyclically compress it  and it will
push enough on the chest wall to support breathing?????

You'd have to trust your breather,  but in space, you have to trust
your suit anyway.",sci.space
"In the hopes of adding a little life to, what seems to be, the
same old debates, I would like to add a few bits of info and ask for
comments.

1) A couple days ago the headlines were splashed with stories of proof
   that the North Vietnamese had held U.S. hostages after the war ended.
	Way back in today's newspaper (Page A7 of San Francisco Chronicle)
   there is an article about the document that held the proof.
	[used without permission]

	""The document, which was discovered in the archives of the Soviet
    Communist Party in Moscow, is a Russian translation of what is described
    as a September 1972 report prepared for the Vietnam Politburo by General
    Tran Van Quang, who is identified as the deputy chief of staff of the
    North Vietnamese army.""
         [later on in the article after it talks about the claim of 1,205
           Americans in North Vietnamese prisons]
	""Phong said the easiest way to prove that the document is a 
    fabrication is to review Quang's career. In 1972, he said, Quang was 
    not deputy chief of staff; he was the army commander in Military Region 4
    in central Vietnam.""

2) I heard on the radio that the Church of Scientology has filed for 
   bankrupcy becuase the employees of Cocolat , owned by CoS, filed a 
   class action suit against them for requiring the employees to pay dues
   to become members of the Church. Anyone heard more about this?

3) Micheal Jackson went into business with Micheal Milken. No lie.

------------------------------------------------------------------------------
""Who said anything about panicking?"" snapped Authur.           Garrett Johnson
""This is still just culture shock. You wait till I've       Garrett@Ingres.com
settled into the situation and found my bearings.
THEN I'll start panicking!"" - Douglas Adams  ",talk.politics.misc
"kaldis@romulus.rutgers.edu (Theodore A. Kaldis) writes...









Actually, my interest in gender issues is not limited to international
boundaries.  Indeed, I often exchange information with Americans about
issues which concern us, in both countries.


 ^^^^^^^^^^^^^^^^^^^^^^^^^

Ah...someone had mentioned this journal, but gave no further information.






Yes, thank you, though I am really curious as to why this never came out
(at least not in what I saw, up here in Canada, or on CNN, which is sent
up here) during the Thomas nomination hearings.  Surely, one would think
that her claim to having been sexually harassed, would have a great deal
less credibility if it could be shown that she had herself been guilty of it.



Ahemmm....  It depends.  :-)

(For instance, if it were the ""sworn statements"" at the Warren Commission,
then yes, I _would_ say that the statements were no better than toilet
paper, used at that :-), but in most cases, the answer would be ""no"").

---
Will Steeves, goid@zooid.guild.org                      ""Neil Hull is GOiD""
ZOOiD BBS, Toronto, Ontario - The Zoo Of Ids            ""GOiDS Rule""
(416) 322-7876

""Solve Patriarchy, Install Peterarchy""
   - Peter J. Hanus, B.A. (UPEI)",talk.politics.misc
"

For a brief, but pretty detailed account, try Hempel's _Philosophy of
Natural Science_.


This smacks a bit of ideology -- the supposition being that Toricelli's
subsequent descriptions of his reasoning are not veridical.  It gets dangerously
close to an unfalsifiable view of the history and methodology of science if
we deny that no subsequent reports of experimenters are reliable descriptions
of their ""real"" reasons.


But my point is that this type of case is *not* a rarity.  In fact, I was
going to point to Pasteur as yet another rather common example -- particularly
the studies on spontaneous generation and fermentation.  I will readily
concede that ""ridiculous reasons"" can play an important role in how
scientists spend their time.  But one should not confuse motivation with
methodology nor suppose that ridiculous reasons provide the impetus in the
majority of cases based on relatively infrequent anecdotal evidence.",sci.med
"Hello, I realize that this might be a FAQ but I have to ask since I don't get a
change to read this newsgroup very often.  Anyways for my senior project I need
to convert an AutoCad file to a TIFF file.  Please I don't need anyone telling
me that the AutoCAD file is a vector file and the TIFF is a bit map since I
have heard that about 100 times already I would just like to know if anyone
knows how to do this or at least point me to the right direction.",comp.graphics
"Hi.. Me and My roomate are going to redecorate the ""living room"" and 
we thought it would be a cool idea to have a license plate from every 
state in the US and then from whereever else we could find, like canada,
Mexixo, even some European ones.

  If anyone has any ideas or knows someone that could help us out
please let me know....  The more recent, the better, but anything
would be nice.

  Either that or if you have an old plate hanging around... (hint hint!)

Kev
wanderer@camelot.bradley.edu",rec.autos
"

If not for the lack of extraneously capitalized words, I'd swear that
McElwaine had changed his name and moved to Cal Poly.  I also find the
choice of newsgroups 'interesting'.  Perhaps someone should tell this
guy that 'sci.astro' doesn't stand for 'astrology'?

It's truly frightening that posts like this are originating at what
are ostensibly centers of higher learning in this country.  Small
wonder that the rest of the world thinks we're all nuts and that we
have the problems that we do.

[In case you haven't gotten it yet, David, I don't think this was
quite appropriate for a posting to 'sci' groups.]

-- 
""Insisting on perfect safety is for people who don't have the balls to live
 in the real world.""   -- Mary Shafer, NASA Ames Dryden",sci.space
"
Endometriosis is where cells that would normally be lining the uteris exist
outside the uteris.  Sometimes this causes problems, often it doesn't.
There is generally no need to remove pockets of endometriosis unless they are
causing other problems.  One lady I know had Endometriosis in an ovary.  
This caused her a _great_ deal of pain.  Another lady I know has an     
endometrial cyst in her abdominal wall; she is not having it removed.

The American Fertility Society has information on this and they probably 
maintain a list of physicians in all parts of the continent that deal with
endometriosis.  You can reach them at:

The American Fertility Society
2140 11th Ave South
Suite 200
Birmingham, Alabama 35205-2800
(205)933-8494",sci.med
"
Well said.
 

Okay, Del, so Michael was being unfair, but you are being unfair back.  
He is taking college courses now, I presume he is studying hard, and
his postings reveal that he is *somewhat* hip to the technical issues
of astronautics.  Plus, he is attentively following the erudite
discourse of the Big Brains who post to sci.space; is it not
inevitable that he will get a splendid technical education from
reading the likes of you and me? [1]

Like others involved in sci.space, Mr. Adams shows symptoms of being a
fledgling member of the technoculture, and I think he's soaking it up
fast.  I was a young guy with dreams once, and they led me to get a
technical education to follow them up.  Too bad I wound up in an
assembly-line job stamping out identical neutrinos day after day...
(-:

[1] Though rumors persist that Del and I are both pseudonyms of Fred
McCall.",sci.space
"Has anybody noticed that Toyota has an uncanny knack for designing horrible
ugly station wagons?  Tercels, Corollas, Camrys.  Have their designers no
aesthetic sense at all?",rec.autos
"I was wondering if the FAQ files could be posted quarterly rather than monthly.  Every 28-30 days, I get this bloated feeling.
 

",sci.space
"
Makes sense, since the new Mercedes Benz engines go from 2.2L-4 to a 2.8L-6.
Nothing in between.  BTW, I beleive the numbers on those MB engines are
156 and 225 hp respectively.  The one-upmanship in hp might induce BMW
to create a larger six.  Also, the 2.6 190E has lagged behind the 3-er
2.5 for some time wrt hp.   I am sure the Bavarians wouldn't want to be
""shown-up"" by the Schwabians.

PS- those MB engines haven't been released over here yet.",rec.autos
"
And not only that, but if the drugs were legal we could have pharmacists instead
of pushers selling them, and the pharmacists could be obligated to not only
inform the purchasers of the dangers of drug use, but also show them how to use
the drugs in relatively safe ways.  And the dangers of impurities (responsible
for much of the suffering that drugs cause) would be all but eliminated.
",talk.politics.misc
"---
51 Arrested for Defying Judge's Order at Abortion Protest Rally
The Miami Herald, April 11, 1993

   Melbourne, Florida --   [...]

   Circuit Judge Robert McGregor's order prohibits anti-abortion pickets
   within 36 feet of the property line of Aware Woman Center for Choice.
   Even across the street, they may not display pictures of dead fetuses
   or sing or chant loud enough to be heard by patients inside the clinic.

   The protesters say the ruling all but wiped out the First Amendment
   to the Constitution.

   ``This is our sidewalk,'' said Joe Carroll, 33, a landscaper who
   marched with his children, Mary Grace, 8, and John, 7.

   ``I am not a rescuer.  I am not a trespasser.  It's just that this is
   my sidewalk.  I am not really protesting abortion.  We are protesting
   denial of our rights of assembly, religion, speech.  This judge is
   trashing the Constitution.''

   The children's grandmother led them away, sobbing, as Carroll and
   his father were arrested.

   Outside the clinic, Eleanor Smeal, president of the Washington,
   D.C.-based Feminist Majority Foundation, called for the Florida
   Legislature and Congress to pass laws as tough as the judge's
   order, which covers only Brevard and Seminole counties.

   ``This cannot go on,'' she said.  ``This is not freedom of speech,
   this is total psychological warfare with violence.  It is ridiculous
   to have to ask clinics to go court-by-court . . . to get protection.''

   [...]
",talk.politics.misc
"
This activity is regularly reported in Ron's interesting posts. Could
someone explain what the Command Loss Timer is?

Thanks, Alan",sci.space
"The Centaur is controlled technology..
State Dept will not allow it to be used outside of US. Sorry.


",sci.space
"Hi guys,
	I've been hearing lots of talk on the net about DC-X and DC-Y,
but none of the many posts actually explain what they are !!! Sorry if
this is a FAQ, but would somebody please explain to me what they are.
Reply by Email please . . . thanks.

	Andy

ajjb@adam4.bnsc.rl.ac.uk
-- ",sci.space
"Other idea for old space crafts is as navigation beacons and such..
Why not?? If you can put them on ""safe"" ""pause"" mode.. why not have them be
activated by a signal from a space craft (manned?) to act as a naviagtion
beacon, to take a directional plot on??",sci.space
"
	Sigh.
	I try to make a little joke, I try to inject some humour here
and what happens?  In the immortal words of Foghorn Leghorn:

	""I say, that was a _joke_, son.""

	I thought that the bit about McElwaine, not to mention the two
smileys, would indicate to even the most humour impaired that I was
JOKING.
	Sigh.
	(And will everyone who pat's suggestion (thanks bunches, pat)
*please* stop sending me email.)

-------------------------------------------------------------------------------",sci.space
"


In spite of my great respect for the people you speak of, I think their
cost estimates are a bit over-optimistic. If nothing else, a working SSTO
is at least as complex as a large airliner and has a smaller experience
base. It therefore seems that SSTO development should cost at least as
much as a typical airliner development. That puts it in the $3G to $5G
range.


True it and the contest would result in a much larger market. But I
don't think it would be enough to attract the investors given the
risks involved.

If you could gurantee the SSTO costs and gurantee that it captures
100% of the available launch market, then I think you could
do it.

  Allen
",sci.space
"
Take a look at mini-vans.  I sat in a Dodge Caravan, which had a high seat
and plenty of headroom.
",rec.autos
"




    While I don't mean to damn Henrik's attempt to be helpful here,
he's using a common misconception that should be corrected.

    Mach banding will occur for any image.  It is not the color
quantization you see when you don't have enough bits.  It is the
human eye's response to transitions or edges between intensities.
The result is that colors near the transistion look brighter on
the brighter side and darker on the darker side.

--Andre
",comp.graphics
"Hello,

Hello,

     I was wondering if anyone knew of a PC or MAC
implementation of the marching cubes algorithm that will output
the individual faces.  If there is no such application, might there
be some C source code that I could modify to implement the
algorithm and get to the individual faces.

Thanks in advance
Sincerly

Tracy",comp.graphics
"I would like to program Tseng ET4000 to nonstandard 1024x768 mode by
switching to standard 1024x768 mode using BIOS and than changing some
timing details (0x3D4 registers 0x00-0x1F) but I don't know how to
select 36 MHz pixel clock I need. The BIOS function selects 40 MHz.

Is there anybody who knows where to obtain technical info about this.
I am also interested in any other technical information about Tseng ET4000
and Trident 8900 and 9000 chipsets.

			thanks very much",comp.graphics
"

Obviously, it wouldn't be of much help to treat one problem by knowingly 
introducing another.  Cancer mestastizes.  My imperfect understanding of 
the facts are that gonadal cancer is particularly dangerous in this regard. 
I haven't done the research on it, but I don't recall ever hearing of a 
case of cancer being transmitted by a blood transfusion.  Probably just a 
common sense kind of arbitrary precaution.  Transmissable diseases like 
malaria though are obviously another story.

",sci.med
"Pardon me for interrupting, but why doesn't anyone ever bring up other
possibilities besides more government, less government, or no government
and stop there? It seems to me that the problems with society go MUCH
deeper than government. Democracies seem to reflective of the majority
of society, both the good and the bad. If you take away the government,
you still have the structural flaws in society, except this time, with
no restraints. Yes? No?
	Why doesn't anybody ever discuss communal society, like a
kibbutz? I never studied it on depth, but from what I've heard, the kibbutz
in Isreal was very successful. It is also very close to what Aristotle
and Socrates believed was the best.
	Sorry to detract from the discussion.


But what good is change if there is no tracable improvement in the human
condition? Who would ever support the change if you tell them it won't 
improve their lives? I know that there are, and will be, libertarians 
who will jump in now and say that it WILL improve our lives. I can deal
with that. All I'm saying is that improving the human condition must
be the PRIMARY goal of any organization.


------------------------------------------------------------------------------
""Who said anything about panicking?"" snapped Authur.           Garrett Johnson
""This is still just culture shock. You wait till I've       Garrett@Ingres.com
settled into the situation and found my bearings.
THEN I'll start panicking!"" - Douglas Adams  ",talk.politics.misc
"Oops, I forgot to set read permission.  It's fixed now.

ftp netcom.com
login: anonymous
password: your@email.address
cd pub/mvp
binary
get clinton.zip

You need pkzip 2.x or the latest net.zip to un-""deflate"" this.

Economic stats since Day One, plus all of the myriad ways Slick Willie
and the Gang of 535 are preparing to do it to us.  From Ron Brown's
desk, so any distortion is pro-Democrat, can you believe it?",talk.politics.misc
"

	I'm not sure who the ""original respondent"" was but to
reiterate cones respond to particular portions of the spectrum, just
as _rods_ respond to certain parts of the visible spectrum (bluegreen
in our case, reddish in certain amphibia), just as the hoseshoe crab
_Limulus polyphemus_ photoreceptors respond to a certain portion of
the spectrum etc.  It is a common misconception to confound wavelength
specificity with being color sensitive, however the two are not
synonymous.
	So in sum and to beat a dead horse:
	(1) When the outputs of a cone are matched for number of
absorbed photons _irrespective_ of the absorbed photons wavelength,
the cone outputs are _indistinguishable_.
	(2) Cones are simply detectors with different spectral
sensitivities and are not any more ""color sensitive"" than are rods,
ommatidia or other photoreceptors.
	(3) Color vision arises because outputs of receptors which
sample different parts of the spectrum (cones in this case) are
""processed centrally"".  (The handwave is intentional)

	I've worked and published research on rods and cones for over
10 years so the adherence to the belief that cones can ""detect color""
is frustrating.  But don't take my word for it.  I'm reposting a few
excellent articles together with two rather good but oldish color
vision texts.

The texts:
Robert Boynton (1979) _Human Color Vision_ Holt, Rhiehart and Winston

Leo M. Hurvich (1981) _Color Vision_, Sinauer Associates.


The original articles:
Baylor and Hodgkin (1973) Detection and resolution of visual stimuli by
turtle phoreceptors, _J. Physiol._ 234 pp163-198.

Baylor Lamb and Yau (1978) Reponses of retinal rods to single photons.
_J. Physiol._ 288 pp613-634.

Schnapf et al. (1990) Visual transduction in cones of the monkey
_Macaca fascicularis_. J. Physiol. 427 pp681-713.

-- 
Edwin Barkdoll
barkdoll@lepomis.psych.upenn.edu
eb3@world.std.com",sci.med
,rec.autos
"This is as bad as the ""Did You Know""  Japan bashing of 2 weeks ago.  After
finding  this set of postings for the third time I hope no one shows up.

I don't know why fools insist on posting to every group.  It just
agrevates people.  ",talk.politics.misc
"Suppose the Soviets had managed to get their moon rocket working
and had made it first.  They could have beaten us if either:

* Their rocket hadn't blown up on the pad thus setting them back,

and/or

* A Saturn V went boom.

If they had beaten us, I speculate that the US would have gone
head and done some landings, but we also would have been more
determined to set up a base (both in Earth Orbit and on the
Moon).  Whether or not we would be on Mars by now would depend
upon whether the Soviets tried to go.  Setting up a lunar base
would have stretched the budgets of both nations and I think
that the military value of a lunar base would outweigh the value
of going to Mars (at least in the short run).  Thus we would
have concentrated on the moon.
",sci.space
"
The VW ""Thing"" Kubelwagen lookalike is still manufactured in Mexico and 
possibly South America.  Good luck importing one--  They probably don't meet 
US safety and pollution requirements.  There are mechanics and junkyards 
which specialize in VW; they might be helpful for finding a ""Thing"" unless 
the WWII re-enacters have grabbed them all.

The WWII Kubelwagen was the German equivalent of the Jeep, but was not 4-
wheel drive.  One is on display at the Patton Museum at Fort Knox, Kentucky, 
also the rare ""Schwimwagen"" (sp?) amphibious version, in full-scale dioramas.
Highly recommended!

--",rec.autos
"
Since the DC-X is to take off horizontal, why not land that way??
Why do the Martian Landing thing..  Or am I missing something.. Don't know to
much about DC-X and such.. (overly obvious?).

Why not just fall to earth like the russian crafts?? Parachute in then...

==
Michael Adams, nsmca@acad3.alaska.edu -- I'm not high, just jacked",sci.space
"[Cross-posted from alt.psychology.personality since it talks about
 physician's personalities.  Apologies to sci.med readers not
 familiar with the Myers-Briggs ""NT/NF"" personality terms.  But,
 in a word or two, the NTs (iNtuitive->Thinkers) are approximately your
 philosophy/science/tech pragmatic types, and the NFs (iNtuitive-Feelers)
 are your humanities/social-""science""/theology idealistic types.  They
 hate each others' guts (:-)) but tend to inter-marry.
 The letter ""J"" is a reference to conscienciousness/decisiveness.]

Jon Noring emits typical NF-type stuff 

Please get it right, Jon.
(This NTJ has a strong desire to correct semantic mistakes,
 because the NFs of this world are fouling the once-pristine NT
 intellectual nest with their verbal poop.)

The dominant correlation is NT <-> Phlegmatic (and _not_ NT <-> Choleric).
One of the semantic roots of ""choleric"" is the idea of ""hot"" (emotional)
and one of the semantic roots of ""phlegmatic"" is ""cold"" (unemotional).

Here is a thumbnail sketch (taken from Hans Eysenck, refering to Wundt)
relating the Ancient Greek quadratic typology with modern terms:
------------------------------------------------------------------------------
                                 Emotional   
                                     ^
     (""Melancholic"")                 |                     (""Choleric"")
                                     |              
           Thoughtful Suspicious     |    Quickly-aroused Hotheaded
                  Unhappy Worried    |   Egocentric Histrionic
                           Anxious   |  Exhibitonist 
                             Serious | Active           
 Unchangeable < ------------------------------------------------> Changeable
                                Calm | Playful          
                         Reasonable  |  Carefree
              Steadfast Persistent   |   Hopeful Sociable
     Highly-principled Controlled    |    Controlled Easy-going
                                     |              
    (""Phlegmatic"")                   |                     (""Sanguine"")
                                     |
                                     v
                               Non-emotional
------------------------------------------------------------------------------

I suspect that your characterisation of NTs as ""choleric"" is what
you psych-types call a ""projection"" of your own NF-ness onto us.


Perhaps in serious pediatics and ""my little boy's got a runny
nose, doctor"" general practice, but, please God, not in neurology,
opthamology, urology, etc. etc.  And NF-psychiatry should seperate
from NT-(i.e. real) psychiatry and be given a new name .. something 
like ""channeling""  :-).
",sci.med
"
Okay, I've received a whole lot of requests for the movie, so for
simplicity's sake I can't mail out any more than I've already received (as
of 16:30 EDT, Tuesday).  Maybe it'll pop up on a site sooner or later.",comp.graphics
"
   Announce that a reward of $1 billion would go to the first corporation 
   who successfully keeps at least 1 person alive on the moon for a
   year. 

And with $1B on offer, the problem of ""keeping them alive"" is highly
likely to involve more than just the lunar environment! 

""Oh Dear, my freighter just landed on the roof of ACME's base and they
all died.  How sad.  Gosh, that leaves us as the oldest residents.""

""Quick Boss, the slime from YoyoDyne are back, and this time they've
got a tank!  Man the guns!""

One could imagine all sorts of technologies being developed in that
sort of environment.....

Greg.

(I'm kidding, BTW, although the problem of winner-takes-all prizes is
that it encourages all sorts of undesirable behaviour - witness
military procurement programs.  And $1b is probably far too small a
reward to encourage what would be a very expensive and high risk
proposition.)

",sci.space
"
Your medical school library should have books on peripheral nerve
injuries.  Probably it was your brachial plexus, so look that up.



-- 
----------------------------------------------------------------------------
Gordon Banks  N3JXP      | ""Skepticism is the chastity of the intellect, and
geb@cadre.dsl.pitt.edu   |  it is shameful to surrender it too soon."" ",sci.med
"
...text of options ""A"" and ""B"" deleted...


Only 10KW?


Ha!  ""North America Modular SPACE STATION construction"" :-)
Same apprach, same reasoning: ""construction occurs under assembly
line conditions, no random weather problems interupting site-work
on your home - better quality control"" -- sounds like first ""-""
point above :-)

Somehow I have a strange attraction for this idea (living in
a modular home maybe has altered my mind).  The only thing
that scares me is the part about simply strapping 3 SSME's and
a nosecone on it and ""just launching it.""  I have this vision
of something going terribly wrong with the launch resulting in the
complete loss of the new modular space station (not just a peice of
it as would be the case with staged in-orbit construction).
",sci.space
"



SEI Level 5 (the highest level -- the SEI stands for Software
Engineering Institute).  I'm not sure, but I believe that this rating
only applies to the flight software.  Also keep in mind that it was
*not* achieved through the use of sophisticated tools, but rather
through a 'brute force and ignorance' attack on the problem during the
Challenger standdown - they simply threw hundreds of people at it and
did the whole process by hand.  I would not consider receiving a 'Warning'
status on systems which are not yet in use would detract much (if
anything) from such a rating -- I'll have to get the latest copy of
the guidelines to make sure (they just issued new ones, I think).

Also keep in mind that the SEI levels are concerned primarily with
control of the software process; the assumption is that a
well controlled process will produce good software.  Also keep in mind
that SEI Level 5 is DAMNED HARD.  Most software in this country is
produced by 'engineering practicies' that only rate an SEI Level 1 (if
that). 

-- 
""Insisting on perfect safety is for people who don't have the balls to live
 in the real world.""   -- Mary Shafer, NASA Ames Dryden",sci.space
"Hello everybody !

If you are using PIXAR'S RenderMan 3D scene description language for creating 3D worlds, please, help me. 

I'm using RenderMan library on my NeXT but there is no documentation about NeXTSTEP version of RenderMan available. I can create very complicated scenes and render them using surface shaders, 
but I can not bring them to life by applying shadows and reflections.

As far as I understand I have to define environmental and shadows maps to produce reflections and shadows, but I do not know how to use them.

Any advises or simple RIB or C examples will be appreciated.
Thanks in advance...
",comp.graphics
"
Where did you read this?  I don't think this is true.  I think most
medical treatments are based on science, although it is difficult
to prove anything with certitude.  It is true that there are some
things that have just been found ""to work"", but we have no good
explanation for why.  But almost everything does have a scientific
rationale.  The most common treatment for prostate cancer is
probably hormone therapy.  It has been ""proven"" to work.  So have
radiation and chemotherapy.  What treatments did the article say
are not proven?  

-- 
----------------------------------------------------------------------------
Gordon Banks  N3JXP      | ""Skepticism is the chastity of the intellect, and
geb@cadre.dsl.pitt.edu   |  it is shameful to surrender it too soon."" ",sci.med
"
When you force people to associate with others against their will,
yes.

",talk.politics.misc
"REQUEST FOR DISCUSSION

This is a request for discussion on the creation of a newsgroup
concerning Saab cars.  It will allow participaants to exchange
information on purchasing, maintaining, repairing, and outfitting
Saabs.

Group Name:

	rec.autos.saab

Status:

	Unmoderated

Rationale:

	There may be enough people with Saab cars or interested in
	buying a Saab or interested in knowing more about Saabs for any
	reason to justify such a new newsgroup.  The recent growth of
	the net could improve the turnaround time between posing a
	question and receiving answers from the community.

Discussion:

	Comments on this proposed new newsgroup should be posted to the
	USENET Newsgroup ""news.groups"".  If the reader is not able to
	do so, comments may be e-mailed to the proposer, at the address
	below.

Voting:

	If no problems arise, voting will start 1 month from the
	posting date of this RFD.

Proposer:

Tommy Reingold          tommy@boole.att.com",rec.autos
"From article <1993Apr22.233001.13436@vax.oxford.ac.uk>, by krishnas@vax.oxford.ac.uk:
The areas that are least likely to hurt are where you have a little 
fat.  I inject on my legs and gut, and prefer the gut.  I can stick
it in at a 90 degree angle, and barely feel it.  I'm not fat, just
have a little gut.  My legs however, are muscular, and I have to pinch
to get anything, and then I inject at about a 45 degree angle,and it
still hurts.  The rate of absorbtion differs for subcutaneous and  
muscular injections however--so if it's a daily thing it would be
best not to switch places every day to keep consistencey.  Although
some suggest switch legs or sides of the stomach for each shot, to prevent 
irritation.  When you clean the spot off with an alcohol prep, 
wait for it to dry somewhat, or you may get the alcohol in the
puncture, and of course, that doesn't feel good.  A way to prevent
irratation is to mark the spot that you injected.  A good way to
do this is use a little round bandage and put it over the 
spot.  This helps prevent you from injecting in the same spot,
and spacing the sites out accuartely (about 1 1/2 "" apart.)

This is from experience, so I hope it'll help you.  (I have
diabetes and have to take an injection every morning.)

			Later,
				David",sci.med
"
Which, considering the amount Bush&congress added to it, would be a
not-inconsiderable achievement.

While we're on the subject, I also believe that the supply-side claim that
reducing taxes raised revenue is also false, because they typically factor in
SocSec taxes, which were *raised* a considerable amount, at the same time that
income taxes were cut.  If you look at income tax revenue alone, it fell after
after the cuts began, and didn't recover for several years. By then, record
deficits were well entrenched.

*crunch, crunch*",talk.politics.misc
"I am looking for some graphic images of earth shot from space. 
( Preferably 24-bit color, but 256 color .gif's will do ).

Anyways, if anyone knows an FTP site where I can find these, I'd greatly
appreciate it if you could pass the information on.  Thanks.


( please send email ).


Ken Huisman",comp.graphics
"For sale - Mazda 323

	1986 Mazda 323
	White exterior, Grey interior.
	75,000 miles
	Interior in very good condition.
	Exterior in good condition

	Pioneer DX 680 car stereo.
		- CD player
		- 18 FM presets, 6 AM
		- removable faceplate
		- seperate component speakers professionally mounted
		  in the doors.

The car has been well maintained.  I wax it often and keep the interior
clean.  Its a good running car with a solid body (no rust thru, tiny
spots of surface rust.  When I see a spot I touch it up.)  The stereo
makes the car.  I have had no mechanical problems with it.

I'm looking for $900.00 firm.  The car has an average wholesale value of 
about $900.00 without the stereo.  The stereo cost me $500.00 last July.

If you are interested, call or Email me at:",rec.autos
